,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
825,rgroup_joint_exp_pack,351,2023-04-15,0,8185,70692.400000,631.880000,6003.410000,6357.680800,35736.000000,9802.000000,8471.000000,8.636823457544288332315210751,0.7767478069639584605986560782,0.07719975565058032987171655467
826,rgroup_joint_exp_pack,344,2023-04-19,0,690,1617.200000,22.810000,71.980000,82.730000,2843.000000,543.000000,268.000000,2.343768115942028985507246377,0.1198985507246376811594202899,0.03305797101449275362318840580
827,rgroup_joint_blank,284,2023-04-05,1,1197,10975.560000,0.180000,545.270000,707.050000,5062.000000,1391.000000,1324.000000,9.169223057644110275689223058,0.5906850459482038429406850459,0.0001503759398496240601503759398
828,rgroup_joint_exp_pack,171,2023-04-05,0,5840,49637.530000,494.030000,2891.370000,3241.610000,24079.000000,5027.000000,4459.000000,8.499577054794520547945205479,0.5550702054794520547945205479,0.08459417808219178082191780822
829,rgroup_joint_blank,258,2023-04-02,1,281,3590.830000,0.000000,157.840000,245.180000,1252.000000,341.000000,338.000000,12.77875444839857651245551601,0.8725266903914590747330960854,0.000000
830,rgroup_joint_blank,270,2023-04-12,1,152,2615.460000,0.000000,59.770000,96.890000,684.000000,161.000000,161.000000,17.20697368421052631578947368,0.6374342105263157894736842105,0.000000
831,rgroup_joint_blank,116,2023-04-10,1,1749,28151.220000,22.000000,1258.110000,1377.030000,7050.000000,1596.000000,1382.000000,16.09560891938250428816466552,0.7873241852487135506003430532,0.01257861635220125786163522013
832,rgroup_joint_exp_pack,278,2023-04-11,0,78,350.400000,22.280000,26.290000,27.100000,255.000000,34.000000,34.000000,4.492307692307692307692307692,0.3474358974358974358974358974,0.2856410256410256410256410256
837,rgroup_joint_exp_pack,45,2023-04-12,0,88696,1691158.930000,117769.780000,172901.750000,212601.678800,337538.000000,95571.000000,82696.000000,19.06691316406602327049697844,2.396970312077207540362586813,1.327791332190854153513123478
840,rgroup_joint_exp_pack,125,2023-04-04,0,23218,245220.240000,9287.490000,22981.750000,26332.905900,101901.000000,22572.000000,18787.000000,10.56164355241622878800930313,1.134159096390731329141183564,0.4000124903092428288396933414
841,rgroup_joint_exp_pack,299,2023-04-09,0,13878,134823.690000,12382.560000,18963.130000,20343.416900,58447.000000,13959.000000,12069.000000,9.714922178988326848249027237,1.465875263006196858336936158,0.8922438391699092088197146563
843,rgroup_joint_blank,294,2023-04-11,1,431,5553.520000,0.000000,264.960000,329.370000,1843.000000,476.000000,435.000000,12.88519721577726218097447796,0.7641995359628770301624129930,0.000000
844,rgroup_joint_exp_pack,243,2023-04-10,0,16232,169599.600000,3132.650000,11114.060000,14229.920800,68136.000000,17829.000000,15582.000000,10.44847215377033021192705766,0.8766585017249876786594381469,0.1929922375554460325283390833
847,rgroup_joint_blank,286,2023-04-12,1,540,5866.500000,0.580000,213.570000,258.340000,2374.000000,628.000000,575.000000,10.86388888888888888888888889,0.4784074074074074074074074074,0.001074074074074074074074074074
848,rgroup_joint_exp_pack,119,2023-04-13,0,6297,51904.740000,963.350000,3034.590000,3354.022600,25292.000000,5495.000000,4434.000000,8.242772748928060981419723678,0.5326381769096395108781959663,0.1529855486739717325710655868
849,rgroup_joint_blank,301,2023-04-15,1,938,15113.900000,20.310000,671.190000,1295.490000,4502.000000,1198.000000,1164.000000,16.11289978678038379530916844,1.381119402985074626865671642,0.02165245202558635394456289979
853,rgroup_joint_exp_pack,15,2023-04-10,0,164800,3413631.990000,93726.880000,282092.130000,332851.802300,746280.000000,187824.000000,171113.000000,20.71378634708737864077669903,2.019731810072815533980582524,0.5687310679611650485436893204
854,rgroup_joint_exp_pack,291,2023-04-12,0,434,0.000000,0.000000,0.000000,0.000000,1119.000000,224.000000,223.000000,0.000000,0.000000,0.000000
855,rgroup_joint_blank,148,2023-04-01,1,347,3239.410000,6.220000,199.180000,216.810000,1564.000000,376.000000,285.000000,9.335475504322766570605187320,0.6248126801152737752161383285,0.01792507204610951008645533141
860,rgroup_joint_blank,36,2023-04-02,1,2427,50654.230000,10.180000,2417.290000,2869.010000,9054.000000,2421.000000,2295.000000,20.87112896580140090646889164,1.182121961269056448290070045,0.004194478780387309435517099300
861,rgroup_joint_exp_pack,129,2023-04-18,0,5161,6298.470000,47.090000,979.070000,1036.356600,20870.000000,3746.000000,1447.000000,1.220397209843053671769037008,0.2008053865529936058903313311,0.009124200736291416392172059678
864,rgroup_joint_blank,34,2023-04-07,1,11039,211344.890000,89.890000,18862.200000,21153.313800,50189.000000,11717.000000,10246.000000,19.14529305190687562279191956,1.916234604583748527946371954,0.008142947730772714919829694719
868,rgroup_joint_exp_pack,254,2023-04-18,0,32406,470859.620000,7112.270000,22925.090000,45755.596200,139411.000000,39239.000000,38216.000000,14.53001357773251866938221317,1.411948287354193667839289021,0.2194738628649015614392396470
869,rgroup_joint_exp_pack,47,2023-04-10,0,133473,2673877.770000,106720.090000,233093.400000,275722.504100,563350.000000,143729.000000,123647.000000,20.03309860421208783798970578,2.065754902489642099900354379,0.7995631326185820353180043904
870,rgroup_joint_exp_pack,38,2023-04-19,0,100407,1735846.770000,144081.250000,191226.010000,255045.965600,416734.000000,92342.000000,77461.000000,17.28810511219337297200394395,2.540121362056430328562749609,1.434972163295387771768900575
871,rgroup_joint_exp_pack,302,2023-04-01,0,12510,121235.270000,2493.660000,8667.050000,9508.531400,57306.000000,14594.000000,12776.000000,9.691068745003996802557953637,0.7600744524380495603517186251,0.1993333333333333333333333333
872,rgroup_joint_exp_pack,247,2023-04-15,0,8818,70734.840000,2220.090000,6400.240000,6830.639600,38503.000000,9739.000000,7660.000000,8.021642095713313676570650941,0.7746245860739396688591517351,0.2517679745974143796779315037
873,rgroup_joint_blank,301,2023-04-06,1,1099,16913.010000,5.950000,468.400000,1103.210000,5071.000000,1322.000000,1290.000000,15.38945404913557779799818016,1.003830755232029117379435851,0.005414012738853503184713375796
875,rgroup_joint_blank,299,2023-04-03,1,198,1594.520000,0.000000,65.210000,74.130000,849.000000,182.000000,148.000000,8.053131313131313131313131313,0.3743939393939393939393939394,0.000000
876,rgroup_joint_exp_pack,334,2023-04-08,0,1398,1727.110000,64.300000,199.560000,204.690000,5468.000000,1061.000000,464.000000,1.235414878397711015736766810,0.1464163090128755364806866953,0.04599427753934191702432045780
877,rgroup_joint_exp_pack,210,2023-04-19,0,330,30.540000,0.750000,0.750000,0.750000,1301.000000,190.000000,103.000000,0.09254545454545454545454545455,0.002272727272727272727272727273,0.002272727272727272727272727273
883,rgroup_joint_exp_pack,140,2023-04-14,0,44212,610619.930000,5646.350000,31836.780000,36511.527900,201540.000000,55061.000000,47181.000000,13.81118090111282004885551434,0.8258284605989324165384963358,0.1277108024970596218221297385
884,rgroup_joint_exp_pack,296,2023-04-05,0,13695,103112.530000,308.050000,4795.090000,5652.808400,59127.000000,11637.000000,10298.000000,7.529209930631617378605330413,0.4127643957648776925885359620,0.02249361080686381891201168310
885,rgroup_joint_exp_pack,230,2023-04-04,0,7897,80373.480000,283.410000,3606.710000,3912.671000,31272.000000,7555.000000,6286.000000,10.17772318602000759782195771,0.4954629606179561858933772319,0.03588831201722172977079903761
886,rgroup_joint_blank,267,2023-04-08,1,606,6370.370000,3.170000,304.620000,368.470000,2609.000000,619.000000,581.000000,10.51216171617161716171617162,0.6080363036303630363036303630,0.005231023102310231023102310231
889,rgroup_joint_blank,127,2023-04-19,1,615,6054.650000,0.970000,313.660000,445.190000,2604.000000,644.000000,560.000000,9.844959349593495934959349593,0.7238861788617886178861788618,0.001577235772357723577235772358
890,rgroup_joint_blank,21,2023-04-08,1,17487,353383.780000,5.190000,18354.130000,22035.850600,69910.000000,17801.000000,16804.000000,20.20837078972951335277634814,1.260127557614227712014639446,0.0002967919025561845942700291645
894,rgroup_joint_blank,132,2023-04-09,1,5781,102092.970000,59.620000,5541.920000,6665.529800,22664.000000,6070.000000,5714.000000,17.66008822003113648157758173,1.153006365680678083376578447,0.01031309462030790520671164158
895,rgroup_joint_exp_pack,21,2023-04-01,0,394460,8083873.910000,216267.580000,565353.070000,660986.803000,1634622.000000,412924.000000,390184.000000,20.49352002737920194696547178,1.675675107742229883891902855,0.5482623840186584191045986919
896,rgroup_joint_exp_pack,196,2023-04-12,0,16573,123206.350000,7339.430000,12968.900000,13700.562500,73293.000000,18508.000000,12794.000000,7.434160984734206239063537078,0.8266796898569963193145477584,0.4428546430941893441139202317
897,rgroup_joint_exp_pack,54,2023-04-05,0,45495,514383.660000,1277.250000,25656.240000,32423.920300,197676.000000,47350.000000,41020.000000,11.30637784371909000989119683,0.7126919507638202000219804374,0.02807451368282228816353445434
898,rgroup_joint_exp_pack,228,2023-04-15,0,21617,258235.000000,3953.620000,21208.380000,23836.012500,96743.000000,25157.000000,22479.000000,11.94592219086829809871860110,1.102651269833927001896655410,0.1828940185964749965305083962
899,rgroup_joint_exp_pack,75,2023-04-12,0,5555,4920.100000,43.260000,553.250000,572.970000,22169.000000,4023.000000,1320.000000,0.8857065706570657065706570657,0.1031449144914491449144914491,0.007787578757875787578757875788
900,rgroup_joint_exp_pack,290,2023-04-10,0,432,485.400000,5.710000,11.050000,11.640000,1730.000000,245.000000,222.000000,1.123611111111111111111111111,0.02694444444444444444444444444,0.01321759259259259259259259259
901,rgroup_joint_exp_pack,337,2023-04-12,0,1047,2017.620000,30.510000,141.870000,156.740000,2715.000000,643.000000,317.000000,1.927048710601719197707736390,0.1497039159503342884431709647,0.02914040114613180515759312321
905,rgroup_joint_exp_pack,102,2023-04-02,0,72543,1006491.000000,12358.120000,69604.990000,83337.322700,324278.000000,80596.000000,72390.000000,13.87440552499896613043298457,1.148798956480983692430696277,0.1703557889803289083715865073
906,rgroup_joint_exp_pack,192,2023-04-19,0,5473,24677.950000,876.900000,2192.720000,2452.722800,23035.000000,4653.000000,3164.000000,4.509035264023387538826968756,0.4481496071624337657591814361,0.1602229124794445459528594921
907,rgroup_joint_exp_pack,318,2023-04-15,0,4947,35601.390000,612.770000,2628.140000,2836.513600,21650.000000,5825.000000,4935.000000,7.196561552456033959975742874,0.5733805538710329492621790984,0.1238669900950070749949464322
908,rgroup_joint_exp_pack,68,2023-04-17,0,3880,4546.370000,23.200000,475.130000,483.430000,11229.000000,2424.000000,1221.000000,1.171744845360824742268041237,0.1245953608247422680412371134,0.005979381443298969072164948454
909,rgroup_joint_exp_pack,169,2023-04-17,0,1611,3514.650000,13.780000,250.110000,264.870000,4868.000000,1402.000000,1184.000000,2.181657355679702048417132216,0.1644134078212290502793296089,0.008553693358162631905648665425
911,rgroup_joint_blank,283,2023-04-04,1,2599,30014.590000,25.910000,1241.080000,1598.881500,12024.000000,3189.000000,3066.000000,11.54851481338976529434397845,0.6151910350134667179684494036,0.009969218930357829934590227010
912,rgroup_joint_exp_pack,268,2023-04-14,0,204,2457.610000,40.000000,98.210000,109.740000,864.000000,176.000000,176.000000,12.04710784313725490196078431,0.5379411764705882352941176471,0.1960784313725490196078431373
914,rgroup_joint_blank,32,2023-04-01,1,3044,65957.280000,45.500000,4149.620000,5232.553400,13653.000000,3319.000000,3117.000000,21.66796320630749014454664915,1.718972864651773981603153745,0.01494743758212877792378449409
915,rgroup_joint_blank,42,2023-04-12,1,623,8898.150000,31.430000,614.120000,891.450000,2640.000000,642.000000,576.000000,14.28274478330658105939004815,1.430898876404494382022471910,0.05044943820224719101123595506
920,rgroup_joint_blank,301,2023-04-17,1,749,11870.840000,1.020000,356.470000,763.950000,3525.000000,954.000000,929.000000,15.84891855807743658210947931,1.019959946595460614152202937,0.001361815754339118825100133511
921,rgroup_joint_exp_pack,56,2023-04-17,0,32518,411419.310000,9678.240000,30393.340000,37025.157700,133510.000000,37418.000000,34445.000000,12.65204840396088320314902516,1.138605009533181622486007750,0.2976271603419644504582077619
922,rgroup_joint_exp_pack,296,2023-04-03,0,14305,121497.820000,4210.880000,8872.370000,10108.342200,62971.000000,13315.000000,11840.000000,8.493381335197483397413491786,0.7066300034952813701502970989,0.2943642083187696609577070954
923,rgroup_joint_blank,126,2023-04-19,1,164,1446.230000,0.000000,86.870000,93.840000,748.000000,158.000000,127.000000,8.818475609756097560975609756,0.5721951219512195121951219512,0.000000
924,rgroup_joint_blank,242,2023-04-15,1,633,7250.150000,0.620000,540.370000,588.810000,2857.000000,703.000000,614.000000,11.45363349131121642969984202,0.9301895734597156398104265403,0.0009794628751974723538704581359
925,rgroup_joint_blank,306,2023-04-05,1,2309,27222.050000,13.990000,1858.240000,2301.320000,10535.000000,2903.000000,2777.000000,11.78954092680814205283672586,0.9966738847986141186660892161,0.006058899956691208315288003465
929,rgroup_joint_blank,8,2023-04-19,1,5496,41562.940000,0.580000,2578.410000,2999.388400,20974.000000,3470.000000,2435.000000,7.562398107714701601164483261,0.5457402474526928675400291121,0.0001055312954876273653566229985
930,rgroup_joint_exp_pack,224,2023-04-07,0,48289,696733.940000,9158.780000,42752.400000,47587.261200,218290.000000,56378.000000,48002.000000,14.42841930874526289631178943,0.9854679367972001905195800286,0.1896659694754498954213174843
931,rgroup_joint_exp_pack,287,2023-04-07,0,11592,95368.730000,357.400000,6194.120000,7125.199600,52215.000000,14399.000000,12428.000000,8.227116114561766735679779158,0.6146652518978605935127674258,0.03083160800552104899930986888
932,rgroup_joint_blank,118,2023-04-17,1,1212,15431.610000,1.320000,727.340000,1042.326300,5292.000000,1286.000000,1186.000000,12.73235148514851485148514851,0.8600051980198019801980198020,0.001089108910891089108910891089
933,rgroup_joint_blank,64,2023-04-09,1,359,3763.030000,1.050000,665.350000,711.566000,1637.000000,366.000000,301.000000,10.48197771587743732590529248,1.982077994428969359331476323,0.002924791086350974930362116992
934,rgroup_joint_blank,284,2023-04-07,1,1381,12442.430000,20.780000,896.200000,1072.970000,5864.000000,1608.000000,1525.000000,9.009724837074583635047067343,0.7769514844315713251267197683,0.01504706734250543084721216510
936,rgroup_joint_exp_pack,311,2023-04-16,0,4534,59266.800000,699.030000,3707.700000,4852.202100,20304.000000,5197.000000,5025.000000,13.07163652404058226731363035,1.070181318923687692986325540,0.1541751213056903396559329510
937,rgroup_joint_blank,68,2023-04-12,1,86,91.650000,0.000000,5.800000,5.800000,236.000000,59.000000,37.000000,1.065697674418604651162790698,0.06744186046511627906976744186,0.000000
941,rgroup_joint_exp_pack,102,2023-04-13,0,45169,726551.810000,30106.340000,49272.740000,61694.119200,192889.000000,49380.000000,45424.000000,16.08518696451105846930416879,1.365850897739600168256990414,0.6665266001018397573557085612
943,rgroup_joint_exp_pack,296,2023-04-15,0,16235,133253.570000,1809.970000,9981.150000,11284.362700,74442.000000,15403.000000,13775.000000,8.207796119494918386202648599,0.6950639174622728672620880813,0.1114856790883892824145364952
944,rgroup_joint_exp_pack,292,2023-04-13,0,8464,95833.190000,2836.640000,6335.630000,7044.759000,39977.000000,9968.000000,9205.000000,11.32244683364839319470699433,0.8323202977315689981096408318,0.3351417769376181474480151229
945,rgroup_joint_exp_pack,43,2023-04-14,0,16704,53128.590000,210.170000,3329.030000,3517.204300,70886.000000,11307.000000,3799.000000,3.180590876436781609195402299,0.2105606022509578544061302682,0.01258201628352490421455938697
946,rgroup_joint_blank,345,2023-04-18,1,11,23.180000,0.000000,0.000000,0.000000,58.000000,7.000000,7.000000,2.107272727272727272727272727,0.000000,0.000000
947,rgroup_joint_exp_pack,356,2023-04-11,0,341,426.050000,7.010000,49.420000,53.700000,1486.000000,307.000000,307.000000,1.249413489736070381231671554,0.1574780058651026392961876833,0.02055718475073313782991202346
948,rgroup_joint_blank,47,2023-04-13,1,5362,107772.350000,2417.750000,7031.330000,8455.179400,23914.000000,5981.000000,5197.000000,20.09928198433420365535248042,1.576870458784035807534502051,0.4509045132413278627377844088
950,rgroup_joint_exp_pack,330,2023-04-04,0,403,378.970000,19.510000,25.920000,29.370000,1130.000000,311.000000,311.000000,0.9403722084367245657568238213,0.07287841191066997518610421836,0.04841191066997518610421836228
951,rgroup_joint_exp_pack,210,2023-04-03,0,425,0.000000,0.000000,0.000000,0.000000,1711.000000,257.000000,166.000000,0.000000,0.000000,0.000000
954,rgroup_joint_blank,86,2023-04-01,1,2332,39980.730000,10.980000,2008.810000,3460.410000,10423.000000,2773.000000,2475.000000,17.14439536878216123499142367,1.483880789022298456260720412,0.004708404802744425385934819897
955,rgroup_joint_exp_pack,269,2023-04-03,0,8963,171870.800000,3607.520000,10578.510000,13084.063800,41647.000000,10330.000000,10039.000000,19.17558853062590650451857637,1.459786209974338949012607386,0.4024902376436461006359477853
956,rgroup_joint_exp_pack,292,2023-04-15,0,12314,117609.750000,1337.330000,8500.780000,9136.692300,64655.000000,16515.000000,15097.000000,9.550897352606789020626928699,0.7419759866818255643982458990,0.1086024037680688647068377457
959,rgroup_joint_exp_pack,163,2023-04-06,0,10665,75628.870000,83.720000,5758.110000,6430.704300,48036.000000,11564.000000,9526.000000,7.091314580403187998124706985,0.6029727426160337552742616034,0.007849976558837318330989217065
960,rgroup_joint_exp_pack,321,2023-04-11,0,2891,20639.700000,369.410000,1260.760000,1393.170000,12296.000000,3234.000000,2912.000000,7.139294361812521618817018333,0.4818989968868903493600830163,0.1277793151158768592182635766
961,rgroup_joint_blank,43,2023-04-06,1,824,2758.750000,0.000000,102.050000,103.340000,3569.000000,522.000000,187.000000,3.347997572815533980582524272,0.1254126213592233009708737864,0.000000
965,rgroup_joint_exp_pack,348,2023-04-03,0,8094,88704.080000,650.520000,3517.710000,4019.666000,34612.000000,9767.000000,9044.000000,10.95923894242648875710402767,0.4966229305658512478379046207,0.08037064492216456634544106746
966,rgroup_joint_exp_pack,49,2023-04-18,0,43057,548259.200000,47187.170000,60959.980000,69770.420400,168696.000000,43679.000000,34031.000000,12.73333488166848596047100355,1.620419917783403395498989711,1.095923310959890377871193999
967,rgroup_joint_exp_pack,253,2023-04-06,0,42928,671006.150000,46555.790000,65982.000000,96272.168900,199376.000000,54861.000000,52646.000000,15.63096696794632873648900485,2.242642771617592247484159523,1.084508712262392843831531867
968,rgroup_joint_exp_pack,300,2023-04-19,0,16794,220119.670000,3161.050000,9488.690000,12896.128000,73669.000000,19330.000000,18501.000000,13.10704239609384303918065976,0.7679009169941645825890198881,0.1882249612957008455400738359
969,rgroup_joint_exp_pack,55,2023-04-09,0,31568,410200.450000,12496.160000,41742.210000,50353.053500,137791.000000,35412.000000,29753.000000,12.99418556766345666497719209,1.595066317156614292954891029,0.3958489609731373542828180436
971,rgroup_joint_exp_pack,163,2023-04-15,0,13161,101481.290000,1816.740000,11379.650000,13169.749100,63229.000000,15630.000000,12898.000000,7.710758301040954334776992630,1.000664774713167692424587797,0.1380396626396170503761112377
972,rgroup_joint_exp_pack,243,2023-04-09,0,22737,225215.850000,5923.480000,18756.240000,22182.406400,92376.000000,23885.000000,20587.000000,9.905257949597572239081673044,0.9756083212385099177552007741,0.2605216167480318423714650130
973,rgroup_joint_exp_pack,68,2023-04-16,0,5235,8923.810000,152.330000,1228.800000,1266.890000,16495.000000,3999.000000,2224.000000,1.704643744030563514804202483,0.2420038204393505253104106972,0.02909837631327602674307545368
974,rgroup_joint_blank,25,2023-04-08,1,1309,12729.760000,0.480000,1314.130000,1429.480000,6038.000000,1067.000000,782.000000,9.724797555385790679908326967,1.092039724980901451489686784,0.0003666921313980137509549274255
975,rgroup_joint_blank,145,2023-04-05,1,2087,22876.320000,0.310000,862.380000,1056.710400,9574.000000,2558.000000,2264.000000,10.96134163871586008624820316,0.5063298514614278869190225204,0.0001485385721130809774796358409
976,rgroup_joint_blank,311,2023-04-06,1,178,2228.310000,0.000000,49.570000,91.940000,757.000000,204.000000,194.000000,12.51859550561797752808988764,0.5165168539325842696629213483,0.000000
977,rgroup_joint_blank,56,2023-04-11,1,612,7255.370000,0.000000,471.590000,573.640000,2562.000000,642.000000,594.000000,11.85517973856209150326797386,0.9373202614379084967320261438,0.000000
978,rgroup_joint_exp_pack,321,2023-04-14,0,4280,31562.690000,97.970000,2056.720000,2235.640000,18438.000000,4585.000000,4153.000000,7.374460280373831775700934579,0.5223457943925233644859813084,0.02289018691588785046728971963
979,rgroup_joint_exp_pack,216,2023-04-08,0,129,0.000000,0.000000,0.000000,0.000000,340.000000,83.000000,60.000000,0.000000,0.000000,0.000000
982,rgroup_joint_exp_pack,253,2023-04-05,0,46656,647033.770000,8464.300000,31084.020000,59044.531400,215135.000000,57020.000000,54413.000000,13.86817922668038408779149520,1.265529222393689986282578875,0.1814193244170096021947873800
983,rgroup_joint_exp_pack,54,2023-04-06,0,47138,517582.210000,2349.830000,27026.900000,33020.050400,206988.000000,50856.000000,43226.000000,10.98014786371929229072086215,0.7004974839831982689125546268,0.04985001485001485001485001485
984,rgroup_joint_exp_pack,28,2023-04-18,0,46170,698048.010000,12943.550000,43528.310000,50168.710700,205736.000000,52953.000000,49097.000000,15.11908187134502923976608187,1.086608418886722980290231752,0.2803454624214858132986787958
985,rgroup_joint_exp_pack,131,2023-04-05,0,7191,45775.830000,184.440000,2372.390000,2683.330200,34053.000000,7005.000000,5677.000000,6.365711305798915310805173133,0.3731511889862327909887359199,0.02564872757613683771380892783
987,rgroup_joint_blank,36,2023-04-12,1,4150,85893.910000,45.400000,3433.280000,4263.095000,15544.000000,4108.000000,3872.000000,20.69732771084337349397590361,1.027251807228915662650602410,0.01093975903614457831325301205
991,rgroup_joint_blank,174,2023-04-10,1,875,6956.780000,8.170000,523.290000,571.344500,3784.000000,820.000000,625.000000,7.950605714285714285714285714,0.6529651428571428571428571429,0.009337142857142857142857142857
992,rgroup_joint_exp_pack,294,2023-04-02,0,27242,350705.940000,3422.240000,20227.310000,23774.564400,122486.000000,30714.000000,27982.000000,12.87372219367153659790030101,0.8727172894794802143748623449,0.1256236693341164378533147346
993,rgroup_joint_exp_pack,140,2023-04-02,0,40890,603980.280000,9293.520000,34914.160000,39552.102600,186571.000000,50629.000000,43526.000000,14.77085546588407923697725605,0.9672805722670579603815113720,0.2272809977989728539985326486
994,rgroup_joint_exp_pack,156,2023-04-05,0,38852,550168.020000,2438.480000,25239.500000,32582.083700,163235.000000,45282.000000,43776.000000,14.16061000720683619890867909,0.8386205008751158241531967466,0.06276330690826727066817667044
995,rgroup_joint_exp_pack,149,2023-04-13,0,14527,89218.150000,1636.240000,5303.710000,7464.439200,62141.000000,13794.000000,8735.000000,6.141539891237006952571074551,0.5138321195016176774282370758,0.1126344049012184208714806911
996,rgroup_joint_blank,74,2023-04-15,1,777,6547.280000,0.000000,895.680000,915.412000,3671.000000,852.000000,688.000000,8.426357786357786357786357786,1.178136422136422136422136422,0.000000
999,rgroup_joint_blank,202,2023-04-05,1,13,5.700000,0.000000,0.000000,0.000000,34.000000,8.000000,8.000000,0.4384615384615384615384615385,0.000000,0.000000
1000,rgroup_joint_blank,297,2023-04-12,1,684,7609.740000,8.380000,272.660000,386.270000,3119.000000,771.000000,729.000000,11.12535087719298245614035088,0.5647222222222222222222222222,0.01225146198830409356725146199
1004,rgroup_joint_exp_pack,140,2023-04-04,0,41479,554588.660000,6785.370000,22500.010000,26644.990300,196699.000000,54556.000000,46564.000000,13.37034788688251886496781504,0.6423730152607343475011451578,0.1635856698570360905518455122
1005,rgroup_joint_exp_pack,261,2023-04-02,0,18533,226631.600000,3639.700000,14053.350000,15890.970000,82339.000000,21110.000000,19891.000000,12.22854367884314466087519560,0.8574418604651162790697674419,0.1963902228457346355150272487
1006,rgroup_joint_blank,231,2023-04-01,1,336,3696.270000,0.000000,189.510000,196.780000,1567.000000,394.000000,330.000000,11.00080357142857142857142857,0.5856547619047619047619047619,0.000000
1007,rgroup_joint_exp_pack,197,2023-04-15,0,11471,9302.160000,60.230000,637.470000,696.280000,48348.000000,10630.000000,4976.000000,0.8109284282102693749455147764,0.06069915438932961380873507105,0.005250632028593845349141312876
1009,rgroup_joint_blank,131,2023-04-08,1,378,2581.400000,0.000000,224.600000,242.630000,1810.000000,364.000000,304.000000,6.829100529100529100529100529,0.6418783068783068783068783069,0.000000
1010,rgroup_joint_blank,242,2023-04-09,1,850,8469.360000,2.890000,783.250000,838.355400,3613.000000,891.000000,785.000000,9.963952941176470588235294118,0.9863004705882352941176470588,0.003400
1011,rgroup_joint_blank,211,2023-04-10,1,61,295.740000,0.000000,60.750000,67.070000,312.000000,66.000000,60.000000,4.848196721311475409836065574,1.099508196721311475409836066,0.000000
1016,rgroup_joint_exp_pack,34,2023-04-06,0,190462,3715750.120000,122269.320000,363672.320000,409872.642200,859060.000000,212295.000000,186590.000000,19.50914156104629794919721519,2.151991694931272379792294526,0.6419617561508332370761621741
1017,rgroup_joint_exp_pack,141,2023-04-05,0,11888,126874.480000,755.460000,5337.550000,6287.225700,52695.000000,10758.000000,8535.000000,10.67248317631224764468371467,0.5288716100269179004037685061,0.06354811574697173620457604307
1018,rgroup_joint_exp_pack,195,2023-04-19,0,3656,8583.990000,15.030000,468.950000,475.529600,15519.000000,3480.000000,1670.000000,2.347918490153172866520787746,0.1300682713347921225382932166,0.004111050328227571115973741794
1019,rgroup_joint_blank,117,2023-04-13,1,1054,14050.000000,26.620000,810.850000,951.650000,5132.000000,1257.000000,1160.000000,13.33017077798861480075901328,0.9028937381404174573055028463,0.02525616698292220113851992410
1020,rgroup_joint_exp_pack,326,2023-04-05,0,1909,10643.110000,75.110000,517.590000,559.090000,7338.000000,1631.000000,1340.000000,5.575227867993713986380303824,0.2928706128863279203771608172,0.03934520691461498166579360922
1021,rgroup_joint_blank,181,2023-04-09,1,318,2892.160000,0.000000,194.740000,225.070000,1307.000000,327.000000,313.000000,9.094842767295597484276729560,0.7077672955974842767295597484,0.000000
1022,rgroup_joint_exp_pack,206,2023-04-18,0,376,1149.730000,0.000000,45.880000,45.880000,1580.000000,331.000000,293.000000,3.057792553191489361702127660,0.1220212765957446808510638298,0.000000
1023,rgroup_joint_blank,174,2023-04-15,1,1036,9210.300000,3.570000,713.590000,757.770000,4643.000000,1036.000000,815.000000,8.890250965250965250965250965,0.7314382239382239382239382239,0.003445945945945945945945945946
1025,rgroup_joint_exp_pack,296,2023-04-11,0,11264,103705.310000,1156.030000,5585.170000,6680.225700,48278.000000,9838.000000,8721.000000,9.206792436079545454545454545,0.5930598100142045454545454545,0.1026305042613636363636363636
1026,rgroup_joint_blank,96,2023-04-16,1,1296,12595.240000,6.210000,842.260000,888.380000,6118.000000,1386.000000,963.000000,9.718549382716049382716049383,0.6854783950617283950617283951,0.004791666666666666666666666667
1028,rgroup_joint_exp_pack,211,2023-04-12,0,1273,8051.930000,99.590000,1360.290000,1466.490000,6360.000000,1518.000000,1368.000000,6.325161036920659858601728201,1.151995286724273369992144540,0.07823252160251374705420267086
1029,rgroup_joint_blank,231,2023-04-13,1,569,6321.260000,98.870000,408.010000,445.380000,2572.000000,652.000000,547.000000,11.10942003514938488576449912,0.7827416520210896309314586995,0.1737609841827768014059753954
1031,rgroup_joint_blank,105,2023-04-10,1,1875,26984.920000,142.570000,1359.480000,1748.630000,8382.000000,1999.000000,1753.000000,14.39195733333333333333333333,0.9326026666666666666666666667,0.07603733333333333333333333333
1035,rgroup_joint_blank,85,2023-04-11,1,2934,62915.440000,83.860000,2571.100000,3521.303000,11777.000000,2958.000000,2777.000000,21.44357191547375596455351057,1.200171438309475119291070211,0.02858214042263122017723244717
1036,rgroup_joint_exp_pack,156,2023-04-06,0,35799,539451.020000,4864.350000,27442.800000,34681.126500,152646.000000,43616.000000,42201.000000,15.06888516439006676164138663,0.9687736109947205229196346267,0.1358794938406100729070644431
