,group_name,city_id,dt,is_blank,group_usr_num,gmv,subsidy_hufan,subsidy_coupon,subsidy_c,bubble_cnt,compete_call_cnt,objective_call_cnt,fk_gmv,fk_subsidy_c,fk_subsidy_hufan
11933,rgroup_joint_exp_pack,153,2023-04-10,0,66508,1217028.280000,10310.780000,72733.420000,85982.242700,310095.000000,83270.000000,79189.000000,18.29897576231430805316653636,1.292810529560353641667167860,0.1550306730017441510795693751
11934,rgroup_joint_blank,85,2023-04-07,1,9196,185786.260000,146.380000,9015.590000,11801.139100,37665.000000,9490.000000,8920.000000,20.20294258373205741626794258,1.283290463244889082209656372,0.01591779034362766420182688125
11937,rgroup_joint_exp_pack,180,2023-04-04,0,1997,22845.470000,273.870000,1572.940000,1825.148400,8592.000000,2182.000000,1911.000000,11.43989484226339509263895844,0.9139451176765147721582373560,0.1371407110665998998497746620
11938,rgroup_joint_blank,294,2023-04-14,1,1055,14437.790000,0.000000,722.950000,845.570000,4663.000000,1157.000000,1042.000000,13.68510900473933649289099526,0.8014881516587677725118483412,0.000000
11940,rgroup_joint_exp_pack,98,2023-04-09,0,33094,333712.110000,5492.460000,28815.330000,31792.088600,143113.000000,33302.000000,22770.000000,10.08376473076690638786486976,0.9606601982232428839064482988,0.1659654318003263431437722850
11941,rgroup_joint_exp_pack,49,2023-04-04,0,77864,614670.910000,5808.160000,27154.050000,33529.860000,342333.000000,94345.000000,75049.000000,7.894160459262303503544641940,0.4306208260556868385903626837,0.07459365046748176307407787938
11946,rgroup_joint_blank,127,2023-04-08,1,926,8646.570000,0.000000,812.470000,981.210000,3768.000000,957.000000,844.000000,9.337548596112311015118790497,1.059622030237580993520518359,0.000000
11947,rgroup_joint_blank,258,2023-04-07,1,1288,17303.220000,17.240000,997.420000,1425.006500,5635.000000,1527.000000,1497.000000,13.43417701863354037267080745,1.106371506211180124223602484,0.01338509316770186335403726708
11950,rgroup_joint_exp_pack,35,2023-04-17,0,175011,3654329.660000,151860.140000,284702.690000,332587.971800,759479.000000,185159.000000,172582.000000,20.88057127837678774477032872,1.900383243338990120620989538,0.8677176863168600830804920834
11951,rgroup_joint_exp_pack,310,2023-04-15,0,8037,99657.450000,431.800000,3864.720000,5532.260000,36003.000000,10762.000000,10556.000000,12.39983202687569988801791713,0.6883488864003981585168595247,0.05372651486873211397287545104
11953,rgroup_joint_exp_pack,127,2023-04-03,0,21385,182543.670000,9935.110000,18122.030000,22136.137900,96724.000000,26144.000000,22431.000000,8.536061257891045125087678279,1.035124521861117605798456862,0.4645831190086509235445405658
11955,rgroup_joint_blank,132,2023-04-16,1,4653,79503.160000,1.720000,3704.000000,4592.827300,17666.000000,4658.000000,4352.000000,17.08643026004728132387706856,0.9870679776488287126584998925,0.0003696539866752632710079518590
11956,rgroup_joint_exp_pack,122,2023-04-14,0,6342,20522.390000,137.700000,1437.700000,1520.040000,26045.000000,4232.000000,2023.000000,3.235949227373068432671081678,0.2396783349101229895931882687,0.02171239356669820245979186377
11957,rgroup_joint_exp_pack,65,2023-04-04,0,11542,85008.180000,1013.990000,6552.490000,7148.037700,50934.000000,12841.000000,9746.000000,7.365116964130999826719805926,0.6193066799514815456593311385,0.08785219199445503378963784439
11958,rgroup_joint_blank,74,2023-04-16,1,735,6100.150000,0.000000,945.270000,977.585400,3417.000000,789.000000,627.000000,8.299523809523809523809523810,1.330048163265306122448979592,0.000000
11959,rgroup_joint_blank,99,2023-04-04,1,956,5956.490000,1.570000,336.180000,355.610000,4041.000000,796.000000,480.000000,6.230638075313807531380753138,0.3719769874476987447698744770,0.001642259414225941422594142259
11961,rgroup_joint_exp_pack,365,2023-04-10,0,73,342.980000,0.000000,10.000000,14.950000,186.000000,47.000000,47.000000,4.698356164383561643835616438,0.2047945205479452054794520548,0.000000
11963,rgroup_joint_blank,107,2023-04-12,1,370,4306.470000,9.950000,233.480000,316.041900,1464.000000,358.000000,326.000000,11.63910810810810810810810811,0.8541672972972972972972972973,0.02689189189189189189189189189
11965,rgroup_joint_blank,306,2023-04-12,1,806,9250.260000,0.000000,870.420000,1024.780000,3516.000000,1024.000000,1004.000000,11.47674937965260545905707196,1.271439205955334987593052109,0.000000
11967,rgroup_joint_exp_pack,251,2023-04-14,0,15159,147913.820000,1483.240000,10288.440000,11223.215800,63811.000000,14123.000000,12380.000000,9.757491918992017943136090771,0.7403665017481364206082195395,0.09784550432086549244673131473
11970,rgroup_joint_exp_pack,185,2023-04-14,0,16628,124250.430000,1585.840000,7918.610000,8888.560000,68512.000000,14572.000000,9968.000000,7.472361679095501563627616069,0.5345537647341833052682222757,0.09537166225643492903536203993
11971,rgroup_joint_exp_pack,175,2023-04-07,0,18095,137006.100000,3711.550000,14634.900000,15083.775500,87345.000000,20728.000000,16037.000000,7.571489361702127659574468085,0.8335880353688864327162199503,0.2051146725614810721193699917
11973,rgroup_joint_exp_pack,341,2023-04-14,0,149,319.840000,0.000000,6.000000,6.000000,555.000000,98.000000,94.000000,2.146577181208053691275167785,0.04026845637583892617449664430,0.000000
11974,rgroup_joint_blank,39,2023-04-13,1,2461,35224.250000,662.200000,2233.320000,2763.286300,11554.000000,2668.000000,2200.000000,14.31298252742787484762291751,1.122830678585940674522551808,0.2690776107273466070702966274
11976,rgroup_joint_blank,326,2023-04-05,1,97,454.510000,0.000000,47.960000,49.970000,376.000000,88.000000,76.000000,4.685670103092783505154639175,0.5151546391752577319587628866,0.000000
11977,rgroup_joint_blank,292,2023-04-15,1,459,3820.600000,0.000000,226.820000,251.580000,2359.000000,604.000000,544.000000,8.323747276688453159041394336,0.5481045751633986928104575163,0.000000
11979,rgroup_joint_exp_pack,224,2023-04-13,0,39743,571163.850000,29089.490000,46598.550000,52117.451600,175770.000000,46800.000000,40660.000000,14.37143270513046322622851823,1.311361789497521576126613492,0.7319399642704375613315552424
11980,rgroup_joint_exp_pack,82,2023-04-16,0,164869,2542836.280000,52886.000000,237030.190000,281494.092200,663371.000000,141880.000000,128588.000000,15.42337419405709987929810941,1.707380357738568196568184437,0.3207758887359054764691967562
11981,rgroup_joint_blank,13,2023-04-14,1,11055,182787.930000,154.820000,10932.410000,13514.523800,48501.000000,10951.000000,10031.000000,16.53441248303934871099050204,1.222480669380370872908186341,0.01400452284034373586612392583
11983,rgroup_joint_exp_pack,160,2023-04-13,0,55606,874834.980000,33736.900000,62018.700000,98071.074600,242552.000000,62166.000000,60311.000000,15.73274430816818328957306765,1.763677923245692910836960040,0.6067133043196777326187821458
11984,rgroup_joint_blank,348,2023-04-16,1,522,4776.420000,0.000000,282.480000,302.090000,2783.000000,838.000000,807.000000,9.150229885057471264367816092,0.5787164750957854406130268199,0.000000
11985,rgroup_joint_exp_pack,109,2023-04-12,0,14986,201679.720000,10276.200000,18202.260000,20819.824500,62383.000000,14874.000000,13244.000000,13.45787535032697184038435873,1.389284965968237021219805151,0.6857200053383157613772854664
11991,rgroup_joint_exp_pack,164,2023-04-12,0,5906,25029.220000,1593.070000,3212.010000,3433.425600,24320.000000,4851.000000,3040.000000,4.237930917710802573653911277,0.5813453437182526244497121571,0.2697375550287842871655943109
11992,rgroup_joint_exp_pack,168,2023-04-16,0,26968,304044.210000,17510.880000,33081.710000,36947.347800,117979.000000,27485.000000,22865.000000,11.27425875111242954612874518,1.370044044793829724117472560,0.6493206763571640462770691190
11993,rgroup_joint_exp_pack,178,2023-04-03,0,22385,648809.090000,31221.800000,47491.260000,57916.371700,107289.000000,27848.000000,26927.000000,28.98410051373687737324100960,2.587284864864864864864864865,1.394764351127987491623855260
11994,rgroup_joint_exp_pack,169,2023-04-04,0,1917,7875.910000,15.270000,510.770000,532.770000,5427.000000,1657.000000,1396.000000,4.108455920709441836202399583,0.2779186228482003129890453834,0.007965571205007824726134585290
11995,rgroup_joint_exp_pack,158,2023-04-10,0,62555,1522992.130000,32881.880000,128622.380000,205111.566600,301018.000000,75581.000000,72006.000000,24.34644920469986411957477420,3.278899633922148509311805611,0.5256475101910318919350971145
11996,rgroup_joint_blank,185,2023-04-16,1,700,5450.120000,0.000000,501.480000,539.580000,2972.000000,632.000000,440.000000,7.785885714285714285714285714,0.7708285714285714285714285714,0.000000
11997,rgroup_joint_blank,162,2023-04-12,1,340,5158.410000,0.160000,194.380000,432.270000,1442.000000,335.000000,322.000000,15.17179411764705882352941176,1.271382352941176470588235294,0.0004705882352941176470588235294
11998,rgroup_joint_exp_pack,337,2023-04-09,0,1108,2093.800000,181.250000,364.430000,388.500000,3092.000000,876.000000,471.000000,1.889711191335740072202166065,0.3506317689530685920577617329,0.1635830324909747292418772563
11999,rgroup_joint_blank,335,2023-04-08,1,301,2483.230000,0.000000,129.850000,143.570000,1356.000000,404.000000,338.000000,8.249933554817275747508305648,0.4769767441860465116279069767,0.000000
12000,rgroup_joint_blank,166,2023-04-11,1,206,1983.430000,0.000000,136.940000,177.520000,918.000000,237.000000,200.000000,9.628300970873786407766990291,0.8617475728155339805825242718,0.000000
12001,rgroup_joint_exp_pack,365,2023-04-18,0,98,708.330000,0.000000,2.700000,3.040000,246.000000,47.000000,47.000000,7.227857142857142857142857143,0.03102040816326530612244897959,0.000000
12006,rgroup_joint_exp_pack,1,2023-04-17,0,1116737,29574021.720000,1351277.380000,2844173.940000,3116009.527600,4811908.000000,1231127.000000,970962.000000,26.48253055106081378157972737,2.790280547344629935248854475,1.210022932883928803290300223
12007,rgroup_joint_exp_pack,137,2023-04-02,0,27685,453648.790000,6436.830000,26140.910000,31240.868400,129544.000000,31504.000000,28452.000000,16.38608596713021491782553729,1.128440252844500632111251580,0.2325024381433989525013545241
12008,rgroup_joint_exp_pack,132,2023-04-19,0,95186,1692116.080000,35998.630000,100127.420000,122400.496700,362425.000000,98057.000000,92948.000000,17.77694282772676654129809006,1.285908607358224949047128779,0.3781924862900006303447986048
12009,rgroup_joint_exp_pack,47,2023-04-12,0,157573,3173728.950000,239096.150000,346386.890000,394322.751200,643703.000000,166680.000000,144341.000000,20.14132465587378548355365450,2.502476637495002316386690613,1.517367505854429375590995919
12010,rgroup_joint_exp_pack,303,2023-04-12,0,15849,178649.340000,4855.040000,10522.630000,12222.712300,69759.000000,19572.000000,17107.000000,11.27196289986749952678402423,0.7711976970155845794687361979,0.3063309988011861947126001640
12011,rgroup_joint_exp_pack,75,2023-04-18,0,5314,5089.440000,57.550000,430.620000,444.800000,20447.000000,3602.000000,1102.000000,0.9577418140760255927738050433,0.08370342491531802785095972902,0.01082988332706059465562664659
12012,rgroup_joint_exp_pack,42,2023-04-12,0,30795,448480.750000,21482.070000,42000.880000,56766.585600,129671.000000,31656.000000,28039.000000,14.56342750446501055366130865,1.843370209449585971748660497,0.6975830491962981003409644423
12013,rgroup_joint_exp_pack,325,2023-04-17,0,782,1039.210000,7.840000,59.590000,64.760000,2131.000000,676.000000,484.000000,1.328913043478260869565217391,0.08281329923273657289002557545,0.01002557544757033248081841432
12014,rgroup_joint_blank,60,2023-04-06,1,318,2803.820000,0.000000,231.590000,254.660000,1306.000000,257.000000,206.000000,8.817044025157232704402515723,0.8008176100628930817610062893,0.000000
12016,rgroup_joint_blank,109,2023-04-16,1,747,10739.460000,3.040000,662.070000,743.690000,3171.000000,726.000000,615.000000,14.37678714859437751004016064,0.9955689424364123159303882195,0.004069611780455153949129852744
12017,rgroup_joint_blank,57,2023-04-06,1,492,4250.150000,0.000000,232.480000,274.627800,2159.000000,405.000000,300.000000,8.638516260162601626016260163,0.5581865853658536585365853659,0.000000
12021,rgroup_joint_exp_pack,253,2023-04-09,0,45821,718453.290000,15088.780000,57472.460000,88663.734400,209182.000000,55461.000000,53162.000000,15.67956373715108792911547107,1.935002169311014600292442330,0.3292983566486981951506950961
12022,rgroup_joint_exp_pack,144,2023-04-02,0,29630,396531.760000,3861.000000,23286.480000,28745.577200,130240.000000,35089.000000,30440.000000,13.38277961525480931488356396,0.9701511036112048599392507594,0.1303071211609854876814039825
12023,rgroup_joint_blank,154,2023-04-07,1,2788,54779.670000,13.970000,3115.170000,3455.545500,12063.000000,2962.000000,2808.000000,19.64837517934002869440459110,1.239435258249641319942611191,0.005010760401721664275466284075
12025,rgroup_joint_blank,271,2023-04-05,1,349,5368.160000,0.500000,162.490000,256.240000,1640.000000,396.000000,384.000000,15.38154727793696275071633238,0.7342120343839541547277936963,0.001432664756446991404011461318
12026,rgroup_joint_blank,226,2023-04-10,1,1686,26524.850000,15.880000,1243.070000,2315.410000,8168.000000,2404.000000,2348.000000,15.73241399762752075919335706,1.373315539739027283511269276,0.009418742586002372479240806643
12029,rgroup_joint_blank,195,2023-04-05,1,255,746.940000,0.000000,51.860000,56.220000,1054.000000,252.000000,142.000000,2.929176470588235294117647059,0.2204705882352941176470588235,0.000000
12035,rgroup_joint_exp_pack,242,2023-04-19,0,13547,125214.570000,2789.150000,9061.900000,10036.141300,56615.000000,13960.000000,11961.000000,9.242974090204473315125119953,0.7408386580054624640141728796,0.2058869122314903668708939249
12036,rgroup_joint_exp_pack,192,2023-04-14,0,6746,35000.240000,833.240000,3343.800000,3694.612000,28318.000000,5821.000000,3792.000000,5.188295286095463978654017195,0.5476744737622294693151497184,0.1235161577230951675066706196
12038,rgroup_joint_exp_pack,200,2023-04-07,0,5513,14189.310000,121.980000,1575.920000,1645.791600,22963.000000,4159.000000,1960.000000,2.573791039361509160166878288,0.2985292218392889533829131145,0.02212588427353528024668964266
12039,rgroup_joint_blank,255,2023-04-10,1,1330,23573.220000,27.010000,1315.120000,1469.250000,6762.000000,1759.000000,1691.000000,17.72422556390977443609022556,1.104699248120300751879699248,0.02030827067669172932330827068
12040,rgroup_joint_blank,262,2023-04-09,1,952,13440.690000,13.520000,693.120000,829.280000,3944.000000,918.000000,810.000000,14.11837184873949579831932773,0.8710924369747899159663865546,0.01420168067226890756302521008
12041,rgroup_joint_blank,30,2023-04-01,1,284,2134.630000,0.000000,189.810000,258.920000,1310.000000,252.000000,230.000000,7.516302816901408450704225352,0.9116901408450704225352112676,0.000000
12043,rgroup_joint_exp_pack,341,2023-04-16,0,150,0.000000,0.000000,0.000000,0.000000,660.000000,111.000000,107.000000,0.000000,0.000000,0.000000
12044,rgroup_joint_blank,129,2023-04-17,1,169,310.600000,0.000000,48.110000,48.930000,681.000000,120.000000,50.000000,1.837869822485207100591715976,0.2895266272189349112426035503,0.000000
12046,rgroup_joint_blank,105,2023-04-07,1,2979,41256.700000,12.380000,2545.130000,3128.076500,13280.000000,3180.000000,2730.000000,13.84917757636790869419268211,1.050042463914065122524337026,0.004155756965424639140651225243
12048,rgroup_joint_exp_pack,8,2023-04-19,0,142246,1213775.450000,70134.810000,129233.720000,147269.410300,529739.000000,98883.000000,69960.000000,8.532932033238192989609549653,1.035314949453763198965173010,0.4930529505223345471928911885
12049,rgroup_joint_exp_pack,42,2023-04-17,0,31111,449032.950000,19599.750000,42445.220000,56754.113300,128555.000000,31703.000000,28122.000000,14.43325351161968435601555720,1.824245871235254411622898653,0.6299942142650509466105236090
12050,rgroup_joint_exp_pack,251,2023-04-13,0,14724,134642.510000,6066.920000,11203.690000,12144.530000,61540.000000,14797.000000,12938.000000,9.144424748709589785384406411,0.8248118717739744634610160283,0.4120429231187177397446346102
12053,rgroup_joint_blank,293,2023-04-19,1,399,3001.530000,0.000000,212.460000,238.190000,1647.000000,360.000000,320.000000,7.522631578947368421052631579,0.5969674185463659147869674185,0.000000
12054,rgroup_joint_exp_pack,130,2023-04-09,0,821,570.440000,13.510000,134.280000,137.330000,3101.000000,542.000000,440.000000,0.6948112058465286236297198538,0.1672716199756394640682095006,0.01645554202192448233861144945
12055,rgroup_joint_blank,198,2023-04-06,1,572,5217.700000,3.740000,414.510000,549.781500,2769.000000,604.000000,544.000000,9.121853146853146853146853147,0.9611564685314685314685314685,0.006538461538461538461538461538
12058,rgroup_joint_exp_pack,132,2023-04-09,0,112413,2102975.680000,99424.130000,197774.970000,225681.960800,439855.000000,119850.000000,112569.000000,18.70758435412274381076921708,2.007614428936155071032709740,0.8844540222216291710033537046
12059,rgroup_joint_exp_pack,160,2023-04-04,0,79643,1085215.530000,15562.500000,52263.020000,94136.967400,363760.000000,90075.000000,86287.000000,13.62600015067237547555968509,1.181986708185276797709779893,0.1954032369448664666072347852
12060,rgroup_joint_exp_pack,251,2023-04-03,0,21705,163535.860000,820.160000,8209.200000,8797.708500,102353.000000,25820.000000,22195.000000,7.534478691545726791061967289,0.4053309606081548030407740152,0.03778668509560009214466712739
12061,rgroup_joint_exp_pack,45,2023-04-18,0,92085,1643650.000000,112788.610000,157909.880000,195146.133200,346805.000000,103104.000000,88108.000000,17.84926969647608188087093446,2.119195669218656675897268828,1.224831514361731009393495140
12062,rgroup_joint_exp_pack,59,2023-04-01,0,63573,556971.580000,25345.840000,55174.040000,58308.660700,320825.000000,82158.000000,68771.000000,8.761134129268714705928617495,0.9171922152486118320670724993,0.3986887515140075189152627688
12063,rgroup_joint_exp_pack,280,2023-04-09,0,30180,284146.420000,4438.710000,19185.310000,22096.381600,134098.000000,40068.000000,37661.000000,9.415056991385023194168323393,0.7321531345261762756792577866,0.1470745526838966202783300199
12064,rgroup_joint_exp_pack,261,2023-04-10,0,15986,223977.400000,1377.840000,10707.350000,12570.219600,77598.000000,20964.000000,19701.000000,14.01084699111722757412736144,0.7863267609158013261603903415,0.08619041661453772050544226198
12066,rgroup_joint_blank,243,2023-04-19,1,814,7806.940000,2.380000,229.680000,338.550000,3286.000000,865.000000,725.000000,9.590835380835380835380835381,0.4159090909090909090909090909,0.002923832923832923832923832924
12067,rgroup_joint_exp_pack,271,2023-04-14,0,7523,128527.160000,1168.440000,7611.480000,9756.297200,34224.000000,8825.000000,8631.000000,17.08456200983650139571979264,1.296862581416987903761797155,0.1553156985245247906420311046
12068,rgroup_joint_blank,203,2023-04-06,1,142,930.310000,0.000000,61.020000,67.560000,720.000000,190.000000,135.000000,6.551478873239436619718309859,0.4757746478873239436619718310,0.000000
12069,rgroup_joint_blank,324,2023-04-08,1,118,110.560000,0.000000,4.470000,4.670000,353.000000,117.000000,52.000000,0.9369491525423728813559322034,0.03957627118644067796610169492,0.000000
12070,rgroup_joint_blank,222,2023-04-18,1,913,10233.080000,20.000000,362.790000,422.850000,4076.000000,1058.000000,868.000000,11.20819277108433734939759036,0.4631434830230010952902519168,0.02190580503833515881708652793
12071,rgroup_joint_blank,104,2023-04-03,1,258,1870.360000,5.290000,129.460000,141.310000,1198.000000,293.000000,232.000000,7.249457364341085271317829457,0.5477131782945736434108527132,0.02050387596899224806201550388
12072,rgroup_joint_exp_pack,268,2023-04-01,0,370,1112.540000,35.150000,86.760000,93.630000,1737.000000,455.000000,455.000000,3.006864864864864864864864865,0.2530540540540540540540540541,0.095000
12073,rgroup_joint_blank,82,2023-04-06,1,6290,87155.000000,184.560000,4415.040000,5925.060000,24277.000000,5136.000000,4687.000000,13.85612082670906200317965024,0.9419809220985691573926868045,0.02934181240063593004769475358
12074,rgroup_joint_exp_pack,153,2023-04-02,0,90543,1519290.050000,54078.960000,146404.120000,165617.236900,398052.000000,104968.000000,100160.000000,16.77976265420849761991539931,1.829155615563875727554863435,0.5972737815181736854312315695
12075,rgroup_joint_exp_pack,109,2023-04-14,0,19030,238404.870000,4924.560000,18898.300000,21801.967300,80556.000000,18220.000000,15968.000000,12.52784393063583815028901734,1.145663021544929059379926432,0.2587787703625853914871255912
12076,rgroup_joint_blank,262,2023-04-06,1,1283,15633.210000,10.690000,662.260000,872.230000,5742.000000,1372.000000,1217.000000,12.18488698363211223694466095,0.6798363211223694466095089634,0.008332034294621979734996102884
12077,rgroup_joint_exp_pack,321,2023-04-07,0,4072,30477.190000,336.340000,2199.130000,2413.201200,17213.000000,4437.000000,4041.000000,7.484575147347740667976424361,0.5926329076620825147347740668,0.08259823182711198428290766208
12078,rgroup_joint_blank,144,2023-04-16,1,1055,13701.240000,11.720000,712.020000,854.697800,4604.000000,1178.000000,1030.000000,12.98695734597156398104265403,0.8101400947867298578199052133,0.01110900473933649289099526066
12079,rgroup_joint_exp_pack,274,2023-04-02,0,3401,79459.720000,4679.070000,7712.950000,8251.000000,13176.000000,3137.000000,3119.000000,23.36363422522787415466039400,2.426051161423110849750073508,1.375792413995883563657747721
12080,rgroup_joint_exp_pack,356,2023-04-04,0,357,886.240000,7.060000,76.840000,88.240000,1531.000000,373.000000,373.000000,2.482464985994397759103641457,0.2471708683473389355742296919,0.01977591036414565826330532213
12081,rgroup_joint_exp_pack,322,2023-04-13,0,574,326.200000,2.400000,16.600000,17.320000,1659.000000,541.000000,361.000000,0.5682926829268292682926829268,0.03017421602787456445993031359,0.004181184668989547038327526132
12082,rgroup_joint_blank,54,2023-04-18,1,474,5574.110000,0.170000,324.640000,388.470000,2057.000000,511.000000,434.000000,11.75972573839662447257383966,0.8195569620253164556962025316,0.0003586497890295358649789029536
12087,rgroup_joint_exp_pack,82,2023-04-12,0,116850,1969922.550000,110475.840000,195722.000000,235196.524500,449031.000000,99631.000000,93595.000000,16.85855840821566110397946085,2.012807227214377406931964056,0.9454500641848523748395378691
12089,rgroup_joint_blank,153,2023-04-06,1,4716,74157.800000,1.280000,3189.380000,3954.036400,21823.000000,5727.000000,5356.000000,15.72472434266327396098388465,0.8384301102629346904156064461,0.0002714164546225614927905004241
12090,rgroup_joint_blank,89,2023-04-18,1,3770,60676.490000,39.600000,2231.740000,4650.174400,15879.000000,4416.000000,3802.000000,16.09455968169761273209549072,1.233468010610079575596816976,0.01050397877984084880636604775
12091,rgroup_joint_blank,109,2023-04-11,1,307,3230.990000,0.280000,198.050000,238.430000,1200.000000,257.000000,229.000000,10.52439739413680781758957655,0.7766449511400651465798045603,0.0009120521172638436482084690554
12092,rgroup_joint_exp_pack,208,2023-04-18,0,1057,2743.010000,58.560000,359.120000,377.120000,3031.000000,1117.000000,676.000000,2.595089877010406811731315043,0.3567833491012298959318826868,0.05540208136234626300851466414
12093,rgroup_joint_exp_pack,239,2023-04-19,0,60,414.320000,0.000000,0.000000,0.000000,226.000000,18.000000,14.000000,6.905333333333333333333333333,0.000000,0.000000
12094,rgroup_joint_blank,91,2023-04-11,1,476,6532.580000,0.000000,348.240000,409.800000,2051.000000,486.000000,364.000000,13.72390756302521008403361345,0.8609243697478991596638655462,0.000000
12095,rgroup_joint_exp_pack,215,2023-04-12,0,806,44.880000,0.000000,2.670000,3.050000,2107.000000,510.000000,288.000000,0.05568238213399503722084367246,0.003784119106699751861042183623,0.000000
12099,rgroup_joint_exp_pack,35,2023-04-19,0,192123,3507660.070000,92607.140000,200868.520000,238613.113500,859145.000000,218286.000000,198917.000000,18.25736673901615111152751102,1.241980988741587420558704580,0.4820200600656870858772765364
12101,rgroup_joint_blank,160,2023-04-07,1,3782,56884.810000,23.730000,2987.370000,5140.348200,17192.000000,4285.000000,4139.000000,15.04093336858804865150713908,1.359161343204653622421998942,0.006274457958751983077736647277
12102,rgroup_joint_blank,8,2023-04-12,1,2843,23188.040000,5.530000,1680.530000,1967.132600,10606.000000,1884.000000,1326.000000,8.156187126275061554695743932,0.6919214210341188884980654238,0.001945128385508265916285613788
12103,rgroup_joint_exp_pack,192,2023-04-05,0,5831,26849.490000,99.260000,1379.330000,1564.330000,24508.000000,4935.000000,3283.000000,4.604611558909277996913050935,0.2682781684102212313496827302,0.01702280912364945978391356543
12104,rgroup_joint_blank,305,2023-04-09,1,1021,11843.870000,1.380000,563.720000,718.200000,4406.000000,1237.000000,1156.000000,11.60026444662095984329089128,0.7034280117531831537708129285,0.001351616062683643486777668952
12105,rgroup_joint_blank,297,2023-04-18,1,1366,14467.760000,0.000000,571.010000,771.220000,6274.000000,1556.000000,1473.000000,10.59133235724743777452415813,0.5645827232796486090775988287,0.000000
12106,rgroup_joint_blank,200,2023-04-08,1,315,742.160000,0.000000,102.860000,105.810000,1304.000000,245.000000,116.000000,2.356063492063492063492063492,0.3359047619047619047619047619,0.000000
12108,rgroup_joint_exp_pack,64,2023-04-12,0,34529,373721.570000,30993.340000,64567.920000,70145.555800,153633.000000,37277.000000,29948.000000,10.82341133539922963306206377,2.031496880882736250687827623,0.8976031741434736018998522981
12109,rgroup_joint_exp_pack,30,2023-04-03,0,21374,191620.820000,1001.000000,10180.940000,11087.430800,90091.000000,17481.000000,15330.000000,8.965136146720314400673715729,0.5187344811453167399644427809,0.04683260035557219051183681108
12110,rgroup_joint_blank,102,2023-04-10,1,2126,36327.390000,116.590000,1454.400000,2100.598600,9831.000000,2478.000000,2286.000000,17.08720131702728127939793039,0.9880520225776105362182502352,0.05484007525870178739416745061
12111,rgroup_joint_blank,104,2023-04-08,1,663,5088.900000,1.890000,548.820000,601.738700,2908.000000,592.000000,469.000000,7.675565610859728506787330317,0.9075998491704374057315233786,0.002850678733031674208144796380
12112,rgroup_joint_blank,39,2023-04-06,1,4031,51007.320000,21.460000,1871.640000,2557.884600,16874.000000,3915.000000,3157.000000,12.65376333416025800049615480,0.6345533614487720168692632101,0.005323741007194244604316546763
12113,rgroup_joint_blank,220,2023-04-13,1,268,4836.020000,86.550000,257.440000,303.940000,1289.000000,303.000000,281.000000,18.04485074626865671641791045,1.134104477611940298507462687,0.3229477611940298507462686567
12114,rgroup_joint_blank,360,2023-04-09,1,285,6541.250000,6.420000,419.620000,491.070000,1422.000000,285.000000,285.000000,22.95175438596491228070175439,1.723052631578947368421052632,0.02252631578947368421052631579
12115,rgroup_joint_blank,59,2023-04-17,1,422,3213.070000,16.490000,161.440000,179.730000,1817.000000,416.000000,345.000000,7.613909952606635071090047393,0.4259004739336492890995260664,0.03907582938388625592417061611
12119,rgroup_joint_exp_pack,86,2023-04-18,0,199019,3342622.570000,72856.780000,172644.280000,317510.113900,853244.000000,228268.000000,207804.000000,16.79549475175736989935634286,1.595375888231776865525402097,0.3660795200458247704992990619
12120,rgroup_joint_exp_pack,132,2023-04-04,0,120337,2018370.070000,45096.020000,110191.260000,135485.737000,477160.000000,127428.000000,119008.000000,16.77264739855572267881034096,1.125885945303605707305317567,0.3747477500685574677779901443
12124,rgroup_joint_blank,160,2023-04-13,1,1884,31500.740000,237.940000,1681.800000,2866.102600,9249.000000,2321.000000,2257.000000,16.72013800424628450106157113,1.521285881104033970276008493,0.1262951167728237791932059448
12125,rgroup_joint_blank,283,2023-04-03,1,580,8543.540000,32.880000,416.350000,512.170000,2832.000000,751.000000,719.000000,14.73024137931034482758620690,0.8830517241379310344827586207,0.05668965517241379310344827586
12126,rgroup_joint_exp_pack,328,2023-04-01,0,5470,12105.380000,146.940000,1066.270000,1158.248800,17252.000000,6004.000000,3948.000000,2.213049360146252285191956124,0.2117456672760511882998171846,0.02686288848263254113345521024
12131,rgroup_joint_blank,47,2023-04-11,1,3040,54599.720000,29.470000,2532.570000,3223.848500,12306.000000,3000.000000,2584.000000,17.96043421052631578947368421,1.060476480263157894736842105,0.009694078947368421052631578947
12132,rgroup_joint_exp_pack,34,2023-04-09,0,196998,4128263.030000,182179.030000,533579.800000,587604.108300,906557.000000,218909.000000,194046.000000,20.95586264835175991634432837,2.982792253220844881673925624,0.9247760383354145727367790536
12133,rgroup_joint_exp_pack,286,2023-04-09,0,35511,402015.470000,7519.780000,25811.080000,28808.912900,149078.000000,40392.000000,37022.000000,11.32087156092478386978682662,0.8112672946410971248345583059,0.2117591732139337106811973755
12134,rgroup_joint_exp_pack,220,2023-04-09,0,9565,155737.050000,1161.960000,10988.250000,12015.060000,44083.000000,11055.000000,10321.000000,16.28197072660742289597490852,1.256148457919498170412963931,0.1214803972817564035546262415
12136,rgroup_joint_blank,58,2023-04-13,1,691,7469.940000,5.010000,329.100000,494.919100,2950.000000,691.000000,590.000000,10.81033285094066570188133140,0.7162360347322720694645441389,0.007250361794500723589001447178
