city_id,pred_date,ori_c_budget,new_c_budget,new_c_budget_rate,ori_b_budget,ori_acc_budget,ori_acc_rate,new_b_budget,new_b_budget_rate,cur_diaodu_subsidy,new_diaodu_budget_rate,subsidy_money_lowerbound,subsidy_money_upperbound,lastweek_avg_diaodu_rate,type,k1,k2,k3,alpha,intercept,succ_rate,total_gmv,dgmv,roi,dt_idx,tdate,last_week_subsidy,lastweek_diaodu_gmv,lastweek_diaodu_subsidy
149,2023-03-27,0.0,4805.742743235616,0.03777704505861979,0.0,0.0,0.0,0.0,0.0,567.7454002628981,0.004462940426377311,299.20001220703125,601.3135737698814,0.0,sigmoid_linear,7.387662643554957,0.023216514056879838,1.4665374852394537,0.0,0.0,0.48269361627827667,127213.3046875,0.019931475760761597,0.4718627511801797,1,2023-03-19,242.0,148522.38,242.0
149,2023-03-28,0.0,5094.388487145894,0.037549588690898306,0.0,0.0,0.0,0.0,0.0,601.3135737698814,0.004432146748581202,299.20001220703125,601.3135737698814,0.0,sigmoid_linear,7.387662643554957,0.023216514056879838,1.4665374852394537,0.0,0.0,0.4607723589355446,135670.953125,0.02103599319342697,0.5010748834752737,2,2023-03-20,206.0,129269.11,206.0
149,2023-03-29,0.0,4590.843988515471,0.03735432796438034,0.0,0.0,0.0,0.0,0.0,550.3105546639008,0.004477712811108333,371.79998779296875,601.3135737698814,0.0,sigmoid_linear,7.387662643554957,0.023216514056879838,1.4665374852394537,0.0,0.0,0.520860262887966,122899.921875,0.016932061486746974,0.40476298007120526,3,2023-03-21,350.0,142934.57,350.0
149,2023-03-30,0.0,4713.710902053213,0.038093834971739474,0.0,0.0,0.0,0.0,0.0,547.8661102194563,0.004427577681995312,360.79998779296875,601.3135737698814,0.0,sigmoid_linear,7.387662643554957,0.023216514056879838,1.4665374852394537,0.0,0.0,0.493599631729512,123739.46875,0.017435386364636374,0.41003779687702746,4,2023-03-22,356.0,126058.12,356.0
149,2023-03-31,0.0,5502.704772093203,0.03796022941003822,0.0,0.0,0.0,0.0,0.0,601.3135737698814,0.0041481420779533726,398.20001220703125,601.3135737698814,0.0,sigmoid_linear,7.387662643554957,0.023216514056879838,1.4665374852394537,0.0,0.0,0.46029527292845523,144959.734375,0.01851905183782221,0.4397950142313968,5,2023-03-23,464.0,121040.73,464.0
153,2023-03-27,0.0,49684.70649772226,0.027815733462128803,0.0,0.0,0.0,0.0,0.0,1293.5999755859375,0.0007242154510697238,1293.5999755859375,1340.8091682614538,0.0,sigmoid_linear,4.990973170276905,-0.007342550167849371,0.4772849722891257,0.0,0.0,0.8493196654505927,1786208.75,0.02383795815822287,0.8352488026773873,1,2023-03-19,658.0,1982615.08,658.0
153,2023-03-28,0.0,48505.68281204265,0.027862381596693696,0.0,0.0,0.0,0.0,0.0,1270.5,0.0007297939904437483,1270.5,1340.8091682614538,0.0,sigmoid_linear,4.990973170276905,-0.007342550167849371,0.4772849722891257,0.0,0.0,0.8503532370109761,1740902.25,0.023807130016242795,0.8326449291586169,2,2023-03-20,1337.0,1638919.74,1337.0
153,2023-03-29,0.0,46939.01638469272,0.02782259280683933,0.0,0.0,0.0,0.0,0.0,1265.0,0.000749815028338118,1265.0,1340.8091682614538,0.0,sigmoid_linear,4.990973170276905,-0.007342550167849371,0.4772849722891257,0.0,0.0,0.8526803584281091,1687082.75,0.02566659870312371,0.8983001660617416,3,2023-03-21,1526.0,1554221.06,1526.0
153,2023-03-30,0.0,49010.18173506955,0.027556710673783003,0.0,0.0,0.0,0.0,0.0,974.78955078125,0.0005480900634874516,974.78955078125,1340.8091682614538,0.0,sigmoid_linear,4.990973170276905,-0.007342550167849371,0.4772849722891257,0.0,0.0,0.8509674341768826,1778520.75,0.02303719834663176,0.8196890830854238,4,2023-03-22,1402.0,1526004.34,1402.0
153,2023-03-31,0.0,57858.361968316494,0.02868378226321449,0.0,0.0,0.0,0.0,0.0,1129.699951171875,0.0005600585000993067,1129.699951171875,1340.8091682614538,0.0,sigmoid_linear,4.990973170276905,-0.007342550167849371,0.4772849722891257,0.0,0.0,0.8055564053633706,2017110.625,0.022043087523116345,0.7537685525483114,5,2023-03-23,1333.0,1518973.15,1333.0
154,2023-03-27,0.0,42650.97604494629,0.036349650532482534,0.0,0.0,0.0,0.0,0.0,1159.5040283203125,0.000988196991694476,1159.5040283203125,1636.6232724199897,0.0,sigmoid_linear,3.975943715534523,-0.009817672612688793,0.8676009656650177,0.0,0.0,0.7589763492827524,1173353.125,0.017544477439597195,0.4698845435114275,1,2023-03-19,1146.0,1150438.61,1146.0
154,2023-03-28,0.0,40248.89820734653,0.03615393618327406,0.0,0.0,0.0,0.0,0.0,861.0164794921875,0.0007734158259921243,861.0164794921875,1636.6232724199897,0.0,sigmoid_linear,3.975943715534523,-0.009817672612688793,0.8676009656650177,0.0,0.0,0.7555345927681302,1113264.625,0.018298571224744098,0.49552892988786296,2,2023-03-20,994.0,1009296.12,994.0
154,2023-03-29,0.0,39418.751697440675,0.036191347563224154,0.0,0.0,0.0,0.0,0.0,858.2654418945312,0.0007879950929832686,858.2654418945312,1636.6232724199897,0.0,sigmoid_linear,3.975943715534523,-0.009817672612688793,0.8676009656650177,0.0,0.0,0.759984259339142,1089176.125,0.01861513661908165,0.5033928480596418,3,2023-03-21,1088.0,929588.5,1088.0
154,2023-03-30,0.0,42043.29415629057,0.036104004840074165,0.0,0.0,0.0,0.0,0.0,913.91796875,0.0007848124041974916,913.91796875,1636.6232724199897,0.0,sigmoid_linear,3.975943715534523,-0.009817672612688793,0.8676009656650177,0.0,0.0,0.7605095216293226,1164505.0,0.018155906858789983,0.49217915387648686,4,2023-03-22,910.0,927950.56,910.0
154,2023-03-31,0.0,46294.651602528145,0.03658808436387272,0.0,0.0,0.0,0.0,0.0,913.91796875,0.0007222974271278049,913.91796875,1636.6232724199897,0.0,sigmoid_linear,3.975943715534523,-0.009817672612688793,0.8676009656650177,0.0,0.0,0.7134482945892231,1265293.125,0.01683167040014988,0.4511256543670581,5,2023-03-23,1045.0,917125.44,1045.0
156,2023-03-27,0.0,14777.706455400476,0.024467229311919764,0.0,0.0,0.0,0.0,0.0,484.0,0.0008013516185822927,484.0,2182.751679953402,0.0,sigmoid_linear,3.921556257807514,0.04665599967243696,0.012016865662352487,0.0,0.0,0.8953215361223228,603979.5625,0.022544415252031103,0.8921915842459288,1,2023-03-19,416.0,712155.95,416.0
156,2023-03-28,0.0,14762.671740037407,0.024698538896671854,0.0,0.0,0.0,0.0,0.0,484.0,0.0008097513130749114,484.0,2182.751679953402,0.0,sigmoid_linear,3.921556257807514,0.04665599967243696,0.012016865662352487,0.0,0.0,0.8954977067589174,597714.375,0.022327359953899117,0.8752981783689988,2,2023-03-20,1500.0,576185.17,1500.0
156,2023-03-29,0.0,14021.144023657114,0.02450643524130608,0.0,0.0,0.0,0.0,0.0,484.0,0.0008459448556251564,484.0,2182.751679953402,0.0,sigmoid_linear,3.921556257807514,0.04665599967243696,0.012016865662352487,0.0,0.0,0.8992474342638591,572141.3125,0.02312740490927978,0.912238015557333,3,2023-03-21,1280.0,564046.0,1280.0
156,2023-03-30,0.0,14844.47009686312,0.02448612019285363,0.0,0.0,0.0,0.0,0.0,352.0,0.0005806279544936964,352.0,2182.751679953402,0.0,sigmoid_linear,3.921556257807514,0.04665599967243696,0.012016865662352487,0.0,0.0,0.8980470393982756,606240.1875,0.022045011054679042,0.879452369533299,4,2023-03-22,912.0,545995.32,912.0
156,2023-03-31,0.0,17079.933929839037,0.024719296582542634,0.0,0.0,0.0,0.0,0.0,352.0,0.0005094394646254353,352.0,2182.751679953402,0.0,sigmoid_linear,3.921556257807514,0.04665599967243696,0.012016865662352487,0.0,0.0,0.8738998398847877,690955.5,0.0214918700111697,0.8518805686891384,5,2023-03-23,506.0,579615.31,506.0
157,2023-03-27,0.0,25214.79796147032,0.018809645707969665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0999755859375,0.0,sigmoid_linear,2.3029786556897265,0.0026057409073822427,-0.8673649523416844,0.0,0.0,0.8829126688046163,1340524.875,0.03418490352447279,1.8174134725987217,1,2023-03-19,382.0,1716102.56,382.0
157,2023-03-28,0.0,24841.470375745834,0.019185063702280597,0.0,0.0,0.0,0.0,0.0,688.339025,0.0005316041218028838,688.339025,1057.0999755859375,0.0,sigmoid_linear,2.3029786556897265,0.0026057409073822427,-0.8673649523416844,0.0,0.0,0.8803260656859837,1294833.875,0.034920523690300076,1.7711169048375106,2,2023-03-20,870.0,1243782.38,870.0
157,2023-03-29,0.0,24379.10196341117,0.01885602403296613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.682861328125,0.0,sigmoid_linear,2.3029786556897265,0.0026057409073822427,-0.8673649523416844,0.0,0.0,0.884954435195017,1292907.875,1327876.5170046582,70421872.32489318,3,2023-03-21,779.0,1193656.93,779.0
157,2023-03-30,0.0,26093.52674780512,0.018963594491057372,0.0,0.0,0.0,0.0,0.0,688.339025,0.0005002536555763892,688.339025,1057.0999755859375,0.0,sigmoid_linear,2.3029786556897265,0.0026057409073822427,-0.8673649523416844,0.0,0.0,0.8805058555298183,1375980.0,0.034185787016011826,1.7563734960562873,4,2023-03-22,830.0,1200973.75,830.0
157,2023-03-31,0.0,30334.760259918945,0.019209627154666786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057.0999755859375,0.0,sigmoid_linear,2.3029786556897265,0.0026057409073822427,-0.8673649523416844,0.0,0.0,0.8645528878907219,1579143.625,0.03366288453646815,1.752396559570397,5,2023-03-23,1188.0,1195238.5,1188.0
158,2023-03-27,0.0,66608.13903983356,0.03186948649558977,0.0,0.0,0.0,0.0,0.0,2243.4444362802697,0.0010734036890429047,1542.02880859375,2243.4444362802697,0.0,sigmoid_linear,3.3672891350968777,0.013062853035302573,0.5425164642004425,0.0,0.0,0.7834408583335565,2090028.625,0.0232016290364232,0.7042985271294253,1,2023-03-19,1208.0,2203100.34,1208.0
158,2023-03-28,0.0,64825.317461075414,0.03181807827899786,0.0,0.0,0.0,0.0,0.0,2117.680956706594,0.0010394170223831508,1111.5731201171875,2243.4444362802697,0.0,sigmoid_linear,3.3672891350968777,0.013062853035302573,0.5425164642004425,0.0,0.0,0.7877227248089478,2037373.75,0.024590183714771507,0.7483888680260413,2,2023-03-20,1104.0,1849480.31,1104.0
158,2023-03-29,0.0,61331.35195823841,0.0316785971428495,0.0,0.0,0.0,0.0,0.0,2117.680956706594,0.001093815149391648,1111.5731201171875,2243.4444362802697,0.0,sigmoid_linear,3.3672891350968777,0.013062853035302573,0.5425164642004425,0.0,0.0,0.7916964792874361,1936050.125,0.024484375767353184,0.7471032510215871,3,2023-03-21,1260.0,1794687.59,1260.0
158,2023-03-30,0.0,65718.00243363187,0.031852256887212105,0.0,0.0,0.0,0.0,0.0,2142.1574513897535,0.0010382626815754108,1331.861572265625,2243.4444362802697,0.0,sigmoid_linear,3.3672891350968777,0.013062853035302573,0.5425164642004425,0.0,0.0,0.7897683963047437,2063213.375,0.022885034937458526,0.6957942664784169,4,2023-03-22,1014.0,1720402.87,1014.0
158,2023-03-31,0.0,70837.30823602369,0.03229750406858405,0.0,0.0,0.0,0.0,0.0,2243.4444362802697,0.0010228742115239856,1499.253173828125,2243.4444362802697,0.0,sigmoid_linear,3.3672891350968777,0.013062853035302573,0.5425164642004425,0.0,0.0,0.7271220139153296,2193275.0,0.02198301007257597,0.6597467137910503,5,2023-03-23,1308.0,1769608.05,1308.0
160,2023-03-27,0.0,30194.089143548277,0.02551163030513027,0.0,0.0,0.0,0.0,0.0,764.5,0.0006459423655917612,764.5,1487.8244525667817,0.0,sigmoid_linear,5.429620494346562,-0.016301953764862848,0.5994112316540199,0.0,0.0,0.8687041044490471,1183542.125,0.024630108061026723,0.9416052617372641,1,2023-03-19,629.0,1381748.7,629.0
160,2023-03-28,0.0,30085.49251639928,0.025719852908444172,0.0,0.0,0.0,0.0,0.0,615.3896500000001,0.0005260918122165165,615.3896500000001,1487.8244525667817,0.0,sigmoid_linear,5.429620494346562,-0.016301953764862848,0.5994112316540199,0.0,0.0,0.8750141178100526,1169738.125,0.024071328123715263,0.9171446629149692,2,2023-03-20,784.0,1080926.81,784.0
160,2023-03-29,0.0,29663.60205805058,0.02548034971789637,0.0,0.0,0.0,0.0,0.0,615.3896500000001,0.0005286055100148658,615.3896500000001,1487.8244525667817,0.0,sigmoid_linear,5.429620494346562,-0.016301953764862848,0.5994112316540199,0.0,0.0,0.8755603748809976,1164175.625,0.02444238393625664,0.9397680038307172,3,2023-03-21,632.0,1058657.12,632.0
160,2023-03-30,0.0,30959.320224060506,0.02617895473540358,0.0,0.0,0.0,0.0,0.0,639.0999755859375,0.0005404178519158526,639.0999755859375,1487.8244525667817,0.0,sigmoid_linear,5.429620494346562,-0.016301953764862848,0.5994112316540199,0.0,0.0,0.8687942102650665,1182603.375,0.022193043251367506,0.8305974692646769,4,2023-03-22,1054.0,1059825.63,1054.0
160,2023-03-31,0.0,38436.91271007649,0.026438250024255802,0.0,0.0,0.0,0.0,0.0,764.5,0.0005258497813286872,764.5,1487.8244525667817,0.0,sigmoid_linear,5.429620494346562,-0.016301953764862848,0.5994112316540199,0.0,0.0,0.8096388987530894,1453837.25,0.020189476478047252,0.7487539589163604,5,2023-03-23,735.0,1071268.55,735.0
162,2023-03-27,0.0,9926.840163597673,0.028430519484418743,0.0,0.0,0.0,0.0,0.0,568.7000122070312,0.001628759656787043,568.7000122070312,711.0788047899691,0.0,sigmoid_linear,2.877919490201958,-0.015017460039726807,0.06711259484015888,0.0,0.0,0.8098781514736072,349161.40625,0.034380888973854384,1.1437695765206974,1,2023-03-19,280.0,422822.88,280.0
162,2023-03-28,0.0,9622.522208738465,0.028243942148815922,0.0,0.0,0.0,0.0,0.0,458.70001220703125,0.0013463722221052732,458.70001220703125,711.0788047899691,0.0,sigmoid_linear,2.877919490201958,-0.015017460039726807,0.06711259484015888,0.0,0.0,0.8047607591840632,340693.3125,0.03317658478721319,1.121197442221711,2,2023-03-20,697.0,334131.46,697.0
162,2023-03-29,0.0,9714.53343478802,0.028082857252972646,0.0,0.0,0.0,0.0,0.0,394.8999938964844,0.0011415803169796525,394.8999938964844,711.0788047899691,0.0,sigmoid_linear,2.877919490201958,-0.015017460039726807,0.06711259484015888,0.0,0.0,0.812670778743052,345923.96875,0.03476431408583336,1.189563152502787,3,2023-03-21,650.0,314287.1,650.0
162,2023-03-30,0.0,9681.423266659564,0.02851565024028065,0.0,0.0,0.0,0.0,0.0,177.87060625,0.0005238998292037005,177.87060625,711.0788047899691,0.0,sigmoid_linear,2.877919490201958,-0.015017460039726807,0.06711259484015888,0.0,0.0,0.8161388363575561,339512.625,0.03467442465243864,1.1940413873311204,4,2023-03-22,620.0,329769.56,620.0
